1698326074.3805487	800.0	3.999999	2.995	316194	2938	0	1698326074878
1698326076.4400456	400.0	5.901039	0.0	217151	1973	0	1698326076989
1698326078.6926048	400.0	7.649680000000001	0.0	242176	2220	0	1698326079240
1698326080.6093373	400.0	9.731901	0.0	204579	1891	0	1698326081158
1698326082.262919	400.0	12.078045	0.0	178072	1625	0	1698326082812
1698326084.3513963	400.0	13.989218	0.0	223873	2058	0	1698326084899
1698326086.2176113	400.0	16.123719	0.0	200981	1840	0	1698326086765
1698326088.0887082	400.0	18.25462	0.0	201095	1842	0	1698326088634
1698326095.435745	dnndownload	10.905556999999998	0.0	791031	7337	dnndownload	0	1698326095984
1698326097.287721	400.0	13.052024000000003	0.0	198286	1826	0	1698326097838
1698326099.527535	400.0	14.812279000000004	0.0	241275	2212	0	1698326100078
1698326101.4334998	400.0	16.9063	0.0	204418	1878	0	1698326101984
1698326103.2970006	dnndownload	15.042937000000002	0.0	200727	1857	dnndownload	0	1698326103847
1698326105.1009662	400.0	17.239604000000003	0.0	190800	1776	0	1698326105651
1698326106.7333155	dnndownload	15.60698	0.0	175167	1623	dnndownload	0	1698326107283
1698326108.382629	dnndownload	13.958537	0.0	175167	1640	dnndownload	0	1698326108930
1698326110.4691703	400.0	15.874830000000003	0.0	223557	2057	0	1698326111014
1698326112.0830703	dnndownload	14.257054000000004	0.0	175167	1607	dnndownload	1	1698326112633
1698326113.8190818	400.0	16.521218000000005	0.0	185144	1707	1	1698326114369
1698326116.2949085	400.0	18.045461000000003	0.0	267346	2448	1	1698326116845
1698326118.5425675	400.0	19.797005000000006	0.0	240806	2203	1	1698326119093
1698326122.0817845	800.0	20.257846	0.0	379992	3510	1	1698326122632
1698326126.0341935	800.0	20.305052000000003	0.0	425207	3928	1	1698326126585
1698326129.4884803	800.0	20.85125	0.0	369070	3424	1	1698326130038
1698326131.6810539	800.0	22.659338000000005	0.0	235930	2166	1	1698326132230
1698326135.0354602	800.0	23.304025000000003	0.0	360026	3330	1	1698326135587
1698326138.0135303	800.0	24.325801000000006	0.0	321012	2950	1	1698326138565
1698326141.444979	800.0	24.894658000000007	0.0	366025	3401	1	1698326141994
1698326146.1493673	800.0	24.189954999999998	0.0	506916	4670	1	1698326146701
1698326150.6027236	800.0	23.736607000000006	0.0	478783	4423	1	1698326151152
1698326154.2585104	800.0	24.080382	0.0	392711	3631	1	1698326154810
1698326157.4273572	800.0	24.91171200000001	0.0	339847	3152	1	1698326157979
1698326160.6946762	800.0	25.644419	0.0	315555	3239	1	1698326161246
1698326164.1046004	800.0	26.234631000000007	0.0	342360	3319	1	1698326164655
1698326167.4220111	800.0	26.917034	0.0	357257	3291	1	1698326167974
1698326171.0162253	800.0	27.32344400000001	0.0	386053	3563	1	1698326171565
1698326173.864032	800.0	28.475876	0.0	303574	2821	1	1698326174413
1698326178.1991496	800.0	28.140029	0.0	467375	4311	1	1698326178751
1698326182.6656551	800.0	27.67338000000001	0.0	480248	4434	1	1698326183213
1698326187.0292459	800.0	27.309748	0.0	469523	4340	1	1698326187581
1698326193.5923193	800.0	24.746519000000006	0.0	705385	6534	1	1698326194144
1698326197.7530024	800.0	24.586208999999997	0.0	447103	4129	1	1698326198302
1698326200.864756	800.0	25.474675000000005	0.0	334582	3087	1	1698326201416
1698326204.8350444	800.0	25.503275000000002	0.0	425616	3943	1	1698326205388
1698326208.3197367	800.0	26.018523000000016	0.0	374957	3450	1	1698326208872
1698326212.1153376	800.0	26.225302999999997	0.0	407014	3762	1	1698326212663
1698326215.045472	800.0	27.292744999999996	0.0	313385	2905	1	1698326215598
1698326217.4955626	800.0	28.843222999999995	0.0	264234	2418	1	1698326218046
1698326220.6591198	800.0	29.67893000000001	0.0	339907	3149	1	1698326221212
1698326224.6718485	800.0	29.66639599999999	0.0	430214	3975	1	1698326225222
1698326228.106625	800.0	30.23128700000001	0.0	369862	3406	1	1698326228657
1698326233.110138	800.0	29.22959499999999	0.0	536498	4974	1	1698326233660
1698326237.45524	800.0	28.882668999999993	0.0	466287	4318	1	1698326238008
1698326240.4996448	800.0	29.83829700000001	0.0	326148	3009	1	1698326241053
1698326242.2518015	800.0	32.08634900000001	0.0	189125	1718	1	1698326242805
1698326246.531207	800.0	31.807693	0.0	459631	4248	1	1698326247081
1698326249.6201632	800.0	32.717409	0.0	332855	3065	1	1698326250173
1698326253.3669372	800.0	32.973172000000005	0.0	403207	3715	1	1698326253917
1698326257.8222709	800.0	32.515390999999994	0.0	479615	4428	1	1698326258375
1698326262.0596101	800.0	32.278122999999994	0.0	453921	4209	1	1698326262613
1698326264.5330539	800.0	33.80445800000001	0.0	264955	2445	1	1698326265087
1698326269.25663	1200.0	33.080973	0.0	508847	4695	1	1698326269810
1698326275.2783818	1200.0	31.060271999999998	0.0	646444	5991	1	1698326275830
1698326281.4152203	1200.0	28.922840000000008	0.0	660948	6111	1	1698326281968
1698326288.5493715	1200.0	25.78858600000001	0.0	764995	7106	1	1698326289102
1698326295.0083597	1200.0	23.329205	0.0	694652	6441	1	1698326295559
1698326302.9705443	1200.0	19.367424	0.0	857179	7937	1	1698326303523
1698326305.5405667	800.0	20.796141000000006	0.0	276137	2545	1	1698326306095
1698326308.2650166	800.0	22.073240999999996	0.0	290657	2683	1	1698326308816
1698326310.0794396	800.0	24.257372000000004	0.0	194035	1790	1	1698326310633
1698326315.5307562	800.0	22.805891000000003	0.0	585950	5423	1	1698326316085
1698326321.1397989	800.0	21.197619000000003	0.0	602138	5580	1	1698326321693
1698326323.1552136	800.0	23.18159700000001	0.0	217384	1988	1	1698326323709
1698326324.8330874	800.0	25.503692	0.0	179601	1648	1	1698326325387
1698326329.20264	800.0	25.133962999999994	0.0	470609	4340	1	1698326329756
1698326333.879535	800.0	24.458137000000022	0.0	501667	4646	1	1698326334430
1698326339.8543465	1200.0	22.482009000000005	0.0	642523	5951	1	1698326340408
1698326345.707009	1200.0	20.630284000000017	0.0	628118	5822	1	1698326346260
1698326351.4885435	1200.0	18.848746000000006	0.0	620981	5753	1	1698326352042
1698326355.4057517	1200.0	17.639583999999957	0.0	420701	3886	1	1698326355959
