1700499522.7267687	800.0	3.999999	2.928	316194	2902	0
1700499526.8951888	800.0	4.485274	0.617	436437	4047	0
1700499531.4518	800.0	4.3095930000000005	0.465	480917	4441	0
1700499535.2345362	800.0	4.53223	0.0	404576	3744	0
1700499538.5829065	800.0	5.178871999999998	0.0	358612	3277	0
1700499542.6743236	800.0	5.082937999999999	0.0	436136	4017	0
1700499546.3013413	800.0	5.460059999999999	0.0	388482	3591	0
1700499549.8556426	800.0	5.9014050000000005	0.0	381768	3528	0
1700499553.5556223	800.0	6.202379000000004	0.0	397719	3667	0
1700499558.1411428	800.0	5.615369000000001	0.0	492552	4562	0
1700499561.93837	800.0	5.8183229999999995	0.0	407464	3764	0
1700499565.5936654	800.0	6.16319	0.0	391433	3621	0
1700499569.6724558	800.0	6.087870000000002	0.0	437885	4041	0
1700499573.1906073	800.0	6.565071000000003	0.0	378149	3491	0
1700499578.1896427	800.0	5.567007000000004	0.0	536688	4964	0
1700499582.8695762	800.0	4.8877100000000056	0.0	502052	4644	0
1700499586.407918	800.0	5.348319000000004	0.0	379992	3509	0
1700499590.372299	800.0	5.387822999999997	0.0	425207	3926	0
1700499593.842401	800.0	5.918977999999996	0.0	369070	3396	0
1700499596.0474198	800.0	7.717133000000004	0.0	235930	2169	0
1700499599.4358232	800.0	8.321898000000004	0.0	360026	3322	0
1700499602.4530084	800.0	9.305487999999997	0.0	321012	2950	0
1700499604.222188	400.0	11.535014000000004	0.0	188806	1735	0
1700499606.6082184	400.0	13.147785999999996	0.0	255273	2339	0
1700499611.0729854	800.0	12.683611999999997	0.0	478783	4428	0
1700499612.8864162	400.0	14.871204000000006	0.0	194809	1778	0
1700499614.4520338	400.0	17.306847000000005	0.0	167515	1527	0
1700499615.9811149	400.0	19.777788	0.0	160285	1464	0
1700499619.1719413	800.0	20.586297000000002	0.0	342360	3153	0
1700499622.501278	800.0	21.260749000000004	0.0	357257	3295	0
1700499626.0923305	800.0	21.664611000000008	0.0	386053	3560	0
1700499628.915652	800.0	22.843821000000005	0.0	303574	2789	0
1700499631.0057144	400.0	24.752476	0.0	223822	2060	0
1700499635.4735258	800.0	24.282221000000007	0.0	480248	4435	0
1700499639.8683155	800.0	23.893213000000003	0.0	469523	4332	0
1700499646.4406385	800.0	21.315088000000003	0.0	705385	6541	0
1700499650.609232	800.0	21.146459000000007	0.0	447103	4121	0
1700499653.7332156	800.0	22.02658500000001	0.0	334582	3065	0
1700499655.7874322	400.0	23.970125999999993	0.0	220543	2018	0
1700499659.2740014	800.0	24.48013800000001	0.0	374957	3453	0
1700499663.0732179	800.0	24.68321499999999	0.0	407014	3766	0
1700499665.9878092	800.0	25.767327999999992	0.0	313385	2888	0
1700499668.4511008	800.0	27.3056	0.0	264234	2436	0
1700499671.6514308	800.0	28.105681000000004	0.0	339907	3132	0
1700499677.7229984	1200.0	26.032553000000007	0.0	650649	6025	0
1700499681.16986	800.0	26.58657500000001	0.0	369862	3418	0
1700499686.1735792	800.0	25.582672000000002	0.0	536498	4972	0
1700499690.5459769	800.0	25.21216000000001	0.0	466287	4305	0
1700499693.6066308	800.0	26.148616000000004	0.0	326148	2999	0
1700499695.3719387	800.0	28.389017999999993	0.0	189125	1730	0
1700499701.6201603	1200.0	26.136064000000005	0.0	667450	6181	0
1700499704.72217	800.0	27.032873999999993	0.0	332855	3055	0
1700499708.483989	800.0	27.27260000000001	0.0	403207	3724	0
1700499712.956339	800.0	26.802077999999995	0.0	479615	4429	0
1700499717.1816928	800.0	26.578361	0.0	453921	4189	0
1700499719.6499655	800.0	28.106679000000014	0.0	264955	2426	0
1700499724.422207	1200.0	27.333867999999995	0.0	508847	4701	0
1700499728.4036584	800.0	27.35050799999999	0.0	428274	3956	0
1700499732.6245604	800.0	27.130122	0.0	452983	4186	0
1700499737.423751	800.0	26.33442199999999	0.0	511345	4727	0
1700499741.6851218	800.0	26.07162600000001	0.0	457270	4227	0
1700499746.9835415	800.0	24.772256999999996	0.0	568400	5258	0
1700499749.5582736	800.0	26.198061999999993	0.0	276137	2543	0
1700499752.2723665	800.0	27.482303	0.0	290657	2672	0
1700499754.1103966	800.0	29.65286900000001	0.0	194035	1772	0
1700499768.0204384	2400.0	19.733746999999994	0.0	1490072	13848	0
1700499784.640039	2400.0	7.11369000000002	0.0	1784129	16580	0
1700499786.6716936	800.0	9.08237600000001	0.0	217384	1998	0
1700499788.3477962	800.0	11.40992799999998	0.0	179601	1622	0
1700499792.7294474	800.0	11.027333999999996	0.0	470609	4347	0
1700499797.4070542	800.0	10.348025000000007	0.0	501667	4640	0
1700499801.3075554	800.0	10.44575500000002	0.0	419518	3869	0
1700499805.1374853	800.0	10.616597000000013	0.0	410232	3791	0
1700499809.0196395	800.0	10.733930999999984	0.0	417408	3844	0
1700499811.5673716	800.0	10.89409999999998	0.0	272574	2528	0

